LAMMPS data file via write_data, version 29 Sep 2021, timestep = 0

12046 atoms
2 atom types
16834 bonds
3 bond types

-30 1025 xlo xhi
-10 1000 ylo yhi
-0.5 0.5 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 1 1

Bond Coeffs # harmonic

1 0.002 10
2 0.000125 10
3 2e-05 10

Atoms # full

1 1 1 0 -20 0 0 0 0 0
2 1 1 0 -15 8.66 0 0 0 0
3 1 1 0 -20 17.321 0 0 0 0
4 1 1 0 -15 25.981 0 0 0 0
5 1 1 0 -20 34.641 0 0 0 0
6 1 1 0 -15 43.301 0 0 0 0
7 1 1 0 -20 51.962 0 0 0 0
8 1 1 0 -15 60.622 0 0 0 0
9 1 1 0 -20 69.282 0 0 0 0
10 1 1 0 -15 77.942 0 0 0 0
11 1 1 0 -20 86.603 0 0 0 0
12 1 1 0 -15 95.263 0 0 0 0
13 1 1 0 -20 103.923 0 0 0 0
14 1 1 0 -15 112.583 0 0 0 0
15 1 1 0 -20 121.244 0 0 0 0
16 1 1 0 -15 129.904 0 0 0 0
17 1 1 0 -20 138.564 0 0 0 0
18 1 1 0 -15 147.224 0 0 0 0
19 1 1 0 -20 155.885 0 0 0 0
20 1 1 0 -15 164.545 0 0 0 0
21 1 1 0 -20 173.205 0 0 0 0
22 1 1 0 -15 181.865 0 0 0 0
23 1 1 0 -20 190.526 0 0 0 0
24 1 1 0 -15 199.186 0 0 0 0
25 1 1 0 -20 207.846 0 0 0 0
26 1 1 0 -15 216.506 0 0 0 0
27 1 1 0 -20 225.167 0 0 0 0
28 1 1 0 -15 233.827 0 0 0 0
29 1 1 0 -20 242.487 0 0 0 0
30 1 1 0 -15 251.147 0 0 0 0
31 1 1 0 -20 259.808 0 0 0 0
32 1 1 0 -15 268.468 0 0 0 0
33 1 1 0 -20 277.128 0 0 0 0
34 1 1 0 -15 285.788 0 0 0 0
35 1 1 0 -20 294.449 0 0 0 0
36 1 1 0 -15 303.109 0 0 0 0
37 1 1 0 -20 311.769 0 0 0 0
38 1 1 0 -15 320.429 0 0 0 0
39 1 1 0 -20 329.09 0 0 0 0
40 1 1 0 -15 337.75 0 0 0 0
41 1 1 0 -20 346.41 0 0 0 0
42 1 1 0 -15 355.07 0 0 0 0
43 1 1 0 -20 363.731 0 0 0 0
44 1 1 0 -15 372.391 0 0 0 0
45 1 1 0 -20 381.051 0 0 0 0
46 1 1 0 -15 389.711 0 0 0 0
47 1 1 0 -20 398.372 0 0 0 0
48 1 1 0 -15 407.032 0 0 0 0
49 1 1 0 -20 415.692 0 0 0 0
50 1 1 0 -15 424.352 0 0 0 0
51 1 1 0 -20 433.013 0 0 0 0
52 1 1 0 -15 441.673 0 0 0 0
53 1 1 0 -20 450.333 0 0 0 0
54 1 1 0 -15 458.993 0 0 0 0
55 1 1 0 -20 467.654 0 0 0 0
56 1 1 0 -15 476.314 0 0 0 0
57 1 1 0 -20 484.974 0 0 0 0
58 1 1 0 -15 493.634 0 0 0 0
59 1 1 0 -20 502.295 0 0 0 0
60 1 1 0 -15 510.955 0 0 0 0
61 1 1 0 -20 519.615 0 0 0 0
62 1 1 0 -15 528.275 0 0 0 0
63 1 1 0 -20 536.936 0 0 0 0
64 1 1 0 -15 545.596 0 0 0 0
65 1 1 0 -20 554.256 0 0 0 0
66 1 1 0 -15 562.917 0 0 0 0
67 1 1 0 -20 571.577 0 0 0 0
68 1 1 0 -15 580.237 0 0 0 0
69 1 1 0 -20 588.897 0 0 0 0
70 1 1 0 -15 597.558 0 0 0 0
71 1 1 0 -20 606.218 0 0 0 0
72 1 1 0 -15 614.878 0 0 0 0
73 1 1 0 -20 623.538 0 0 0 0
74 1 1 0 -15 632.199 0 0 0 0
75 1 1 0 -20 640.859 0 0 0 0
76 1 1 0 -15 649.519 0 0 0 0
